"id","leeftijd","sekse","opleiding","A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5"
456,25,"vrouw",3,1,5,6,6,6,6,5,5,5,1,6,5,5,5,2,1,1,4,1,5,6,6,6,6,5
457,15,"vrouw",1,2,5,5,6,5,6,5,5,3,3,2,3,4,5,5,1,2,2,2,2,6,5,5,4,1
458,42,"vrouw",2,1,4,4,6,4,3,4,2,2,2,2,4,4,4,4,4,4,5,4,4,3,4,3,5,3
459,24,"vrouw",4,2,6,5,6,4,5,6,5,1,2,1,4,5,5,5,4,4,5,5,6,4,1,6,6,1
460,46,"vrouw",3,1,5,5,6,5,5,5,5,1,3,6,4,2,5,5,2,2,4,2,2,5,2,5,3,1
461,37,"vrouw",3,1,6,6,3,6,3,4,6,5,2,6,1,6,6,6,2,5,2,3,4,4,2,6,3,1
462,24,"vrouw",3,4,5,5,6,5,5,5,5,2,2,4,2,2,6,2,1,2,5,2,4,2,6,3,3,3
463,20,"man",3,1,6,5,5,2,1,4,6,4,,3,1,1,3,5,4,4,4,1,4,6,2,4,3,2
464,50,"vrouw",4,2,5,1,6,6,6,6,5,1,1,2,1,6,5,6,2,4,2,2,5,6,1,5,4,1
465,23,"man",2,4,3,5,5,5,4,6,5,2,3,4,1,5,6,6,5,6,5,4,2,6,6,5,5,1
466,18,"vrouw",3,4,4,5,6,5,5,6,6,1,2,3,4,5,6,6,3,3,1,4,1,5,1,5,5,2
467,21,"man",2,2,6,4,2,5,6,3,5,2,1,3,2,4,5,5,3,5,3,1,1,5,2,4,4,2
468,26,"vrouw",3,4,5,4,5,4,5,4,4,5,5,1,4,6,5,6,6,6,6,5,5,5,2,5,5,5
469,53,"vrouw",3,1,5,6,5,6,6,5,5,1,2,2,1,5,1,5,4,5,4,5,4,5,4,4,6,1
470,26,"vrouw",2,3,6,6,6,6,4,5,3,1,1,1,1,5,6,3,1,1,1,2,1,5,3,5,1,1
471,30,"man",3,1,6,6,6,6,5,6,5,1,1,5,2,6,6,6,1,1,1,2,2,5,6,6,6,2
472,34,"vrouw",3,5,6,6,5,6,5,4,6,2,4,3,3,4,4,5,5,4,4,3,2,5,2,5,4,3
473,28,"vrouw",3,2,4,2,6,4,5,5,5,2,2,3,3,5,5,5,3,4,4,2,3,5,2,4,4,2
474,42,"vrouw",2,2,6,5,5,4,5,5,5,,2,1,4,4,6,5,1,4,5,2,6,4,4,4,5,2
475,21,"man",3,1,6,5,5,6,6,6,4,1,2,2,4,4,5,5,3,3,4,3,4,5,4,4,5,2
476,20,"vrouw",3,1,6,6,6,6,1,4,4,4,1,5,1,6,6,6,6,4,6,5,5,6,6,6,3,6
477,26,"man",1,2,4,6,5,6,5,4,4,1,2,4,3,6,5,4,2,5,4,3,4,5,1,5,6,1
478,18,"vrouw",3,1,5,6,6,5,5,4,4,1,2,1,4,4,4,5,4,4,4,2,1,2,6,4,5,1
479,39,"vrouw",3,3,5,5,6,5,3,6,3,3,1,4,2,4,5,6,3,3,4,2,4,5,3,5,4,4
480,45,"vrouw",3,6,1,6,6,6,6,5,6,1,1,4,1,6,6,6,1,1,1,1,1,6,4,5,5,5
481,20,"vrouw",3,2,5,4,6,4,5,5,5,1,2,1,1,5,6,6,5,4,6,3,4,5,1,4,6,2
482,43,"man",3,3,2,4,6,6,6,2,5,1,2,3,2,5,6,4,1,1,2,3,1,6,2,6,5,3
483,23,"vrouw",3,2,4,4,6,4,6,5,3,2,2,5,5,2,3,4,3,3,2,4,2,3,5,5,5,2
484,25,"vrouw",3,2,4,6,5,5,2,6,5,3,2,4,2,4,5,6,4,4,4,4,2,5,2,5,5,4
485,51,"vrouw",3,1,6,5,6,4,6,6,5,1,2,1,5,2,5,6,5,6,4,4,3,4,5,5,5,2
486,26,"vrouw",3,1,5,4,6,4,4,6,5,4,1,6,4,5,4,6,4,6,5,4,4,5,1,5,4,1
487,28,"man",3,1,6,6,6,6,6,6,5,1,1,1,1,5,6,6,1,2,1,1,1,6,1,6,5,1
488,23,"vrouw",3,3,5,5,6,5,6,6,5,1,1,3,2,6,6,6,4,4,4,2,1,6,4,5,2,2
489,34,"vrouw",3,4,6,6,6,5,4,3,4,4,3,2,4,4,5,4,4,5,5,3,2,4,5,4,6,2
490,23,"man",3,1,4,4,4,6,4,4,6,3,3,4,2,4,6,2,2,3,2,1,1,6,2,5,4,2
491,29,"vrouw",3,2,5,5,4,6,4,3,5,2,3,3,2,5,,3,1,2,1,3,2,4,4,5,4,3
492,35,"vrouw",3,1,6,5,6,5,4,5,6,1,1,1,1,5,5,6,5,5,6,1,5,3,6,5,6,5
493,40,"vrouw",3,2,4,2,6,5,3,5,4,2,2,,4,3,4,4,4,4,4,5,6,5,4,3,4,4
494,27,"vrouw",2,6,6,6,6,6,5,6,6,1,1,1,1,6,6,6,6,6,6,1,6,6,6,6,6,1
495,45,"man",4,1,6,4,3,5,5,4,4,3,4,1,2,4,5,3,3,3,4,3,2,5,2,4,6,2
496,60,"man",2,1,6,5,5,6,6,5,5,1,3,1,1,5,6,6,1,2,1,1,1,6,1,6,6,1
497,27,"vrouw",3,2,4,5,6,5,5,5,5,2,4,3,4,4,5,1,2,4,3,5,4,4,5,4,4,3
498,21,"vrouw",3,1,5,5,6,4,5,4,5,4,2,4,4,4,5,3,3,4,4,3,4,5,2,4,6,2
499,25,"vrouw",3,3,4,4,5,5,5,4,3,3,4,2,2,5,6,4,5,5,6,4,4,4,2,4,4,4
500,51,"vrouw",2,1,4,6,5,6,5,2,6,1,1,1,3,5,1,5,6,6,6,6,6,4,1,5,6,1
501,27,"vrouw",3,2,5,5,6,5,1,5,2,1,2,1,5,5,5,3,3,5,1,1,3,3,1,3,4,5
502,24,"man",3,1,5,4,1,5,5,4,5,2,5,6,6,3,1,2,4,4,6,6,5,5,2,5,6,2
503,21,"vrouw",1,1,5,6,6,5,2,5,4,2,1,1,1,4,6,4,3,4,1,1,1,5,6,4,2,3
504,55,"vrouw",2,3,4,,5,3,5,5,4,2,5,3,5,1,2,3,2,5,3,3,2,4,2,6,5,1
505,30,"man",2,5,4,3,4,3,3,2,3,4,4,3,3,5,4,3,5,5,4,5,4,5,1,5,6,3
506,31,"man",3,5,4,4,4,2,5,2,2,4,2,3,4,,4,3,4,4,5,5,2,2,2,2,5,4
507,22,"vrouw",2,3,5,5,5,5,5,4,3,2,4,2,2,4,4,4,5,6,4,3,4,5,4,4,5,2
508,28,"vrouw",3,3,4,4,6,5,5,4,5,2,1,5,3,4,4,4,2,3,3,2,2,4,4,4,5,3
509,24,"vrouw",3,4,5,4,5,2,5,5,5,3,2,3,2,6,2,6,5,5,5,3,5,6,3,6,6,1
510,31,"vrouw",3,1,6,6,6,5,2,5,6,4,6,6,5,5,5,6,4,5,4,4,6,2,6,4,6,3
511,43,"vrouw",3,1,6,4,6,5,2,5,6,1,2,1,3,4,3,5,2,2,1,6,4,4,1,4,5,2
512,60,"man",3,2,4,4,6,5,5,2,5,1,2,2,2,3,5,4,2,5,2,2,1,4,3,4,4,3
513,36,"man",3,2,4,5,3,5,4,4,5,4,5,5,6,3,4,3,3,4,4,4,3,5,5,4,6,5
514,21,"man",3,2,5,4,4,4,2,2,4,2,5,1,1,5,6,5,3,3,1,1,1,5,1,4,4,1
515,21,"vrouw",4,1,6,5,4,5,6,5,6,1,2,1,1,5,5,5,1,1,2,2,3,5,2,5,6,1
516,19,"vrouw",1,4,3,5,6,5,4,5,5,1,2,3,4,4,6,5,5,6,6,3,4,6,3,4,5,3
517,36,"vrouw",3,1,6,6,6,1,1,4,6,1,1,4,1,3,3,2,1,1,1,1,1,1,1,2,5,1
518,42,"man",4,4,5,4,2,2,5,3,3,3,5,5,6,3,5,3,6,6,5,6,3,6,6,5,6,4
519,24,"man",2,4,5,4,6,4,1,1,2,4,5,1,1,3,4,6,6,4,1,1,1,6,5,1,6,6
520,44,"vrouw",3,1,6,6,6,6,6,6,5,1,2,1,1,6,5,5,1,2,1,1,4,5,4,4,5,4
521,30,"vrouw",3,3,6,6,6,5,2,5,5,2,2,3,4,4,5,4,3,4,4,5,6,2,5,4,5,4
522,23,"vrouw",3,1,5,5,6,5,4,5,4,4,4,2,1,5,6,5,2,2,4,4,3,5,5,4,6,2
523,26,"vrouw",2,2,5,3,2,4,2,2,4,4,4,3,3,6,5,4,5,6,4,5,4,6,6,5,6,1
524,32,"man",3,1,6,6,5,6,,5,5,1,1,2,1,6,5,6,1,5,1,1,3,6,3,5,2,1
525,29,"man",3,1,4,5,4,5,3,5,4,2,4,4,3,4,4,4,2,3,1,4,3,4,4,4,5,3
526,47,"vrouw",3,1,6,6,6,5,6,6,6,1,2,3,3,5,6,6,1,3,4,2,3,6,1,6,6,3
527,44,"man",3,2,5,4,6,4,6,5,4,2,1,3,2,3,4,5,2,3,1,1,1,5,5,4,4,2
528,25,"man",3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
529,28,"vrouw",3,3,6,5,6,5,5,6,5,1,4,2,2,4,6,5,4,4,4,3,3,6,1,5,4,4
530,32,"vrouw",4,1,5,6,6,6,6,6,5,1,4,3,2,6,5,6,4,4,5,3,1,6,1,6,5,2
531,37,"vrouw",3,1,1,5,6,3,5,3,1,2,5,4,3,1,5,4,3,3,3,3,2,5,5,2,6,6
532,39,"vrouw",3,1,6,6,6,6,6,6,5,2,3,1,2,6,5,5,2,5,5,5,4,5,3,4,6,2
533,40,"man",2,1,6,4,6,6,4,4,3,5,2,1,1,3,6,4,1,2,2,2,1,5,1,5,5,2
534,26,"vrouw",4,1,5,5,6,6,6,5,6,1,1,3,1,6,6,5,4,4,4,3,1,6,1,5,1,4
535,27,"man",3,5,4,4,5,5,4,3,4,4,3,3,1,2,3,5,5,5,3,1,1,4,6,4,5,6
536,41,"vrouw",3,2,5,2,5,4,5,4,1,5,5,2,5,1,6,5,4,4,2,4,5,2,6,1,6,6
537,34,"vrouw",3,1,5,5,5,5,2,4,4,6,5,4,6,3,5,1,4,5,4,4,4,5,6,2,5,4
538,23,"vrouw",3,1,6,6,6,6,3,4,1,1,4,1,1,6,6,6,1,1,2,1,1,5,6,3,4,3
539,31,"man",3,3,5,6,6,4,3,5,3,1,1,1,1,5,5,6,4,6,6,5,3,6,1,5,6,2
540,38,"vrouw",3,6,6,6,6,6,5,6,5,1,1,5,5,4,2,5,2,3,1,3,5,5,5,4,5,3
541,44,"vrouw",3,1,6,5,5,5,4,4,4,4,2,2,3,3,5,2,1,1,2,2,5,3,2,4,5,4
542,31,"vrouw",3,3,6,1,5,6,6,3,3,2,4,1,1,5,6,6,3,5,2,3,2,6,3,6,6,1
543,33,"man",5,1,6,5,6,5,4,5,5,2,4,2,3,5,5,4,4,5,5,4,3,5,1,5,6,2
544,28,"vrouw",3,3,2,3,4,2,,3,2,2,3,6,6,2,5,3,6,5,5,2,5,3,6,1,1,3
545,46,"man",3,1,5,5,5,6,6,6,6,1,1,1,2,5,6,6,1,1,1,1,1,6,6,5,4,2
546,36,"vrouw",3,2,6,6,5,3,6,5,6,1,6,1,5,4,4,6,6,6,6,6,6,2,1,3,6,2
547,28,"vrouw",3,4,5,5,6,6,3,5,6,5,3,6,6,5,6,5,5,3,2,1,5,5,6,4,1,5
548,28,"vrouw",3,1,4,6,6,6,3,4,2,2,5,4,3,4,4,4,2,2,2,3,1,4,3,5,6,6
549,42,"vrouw",3,3,6,6,6,5,6,5,6,1,2,3,1,5,6,5,1,3,2,1,1,5,1,5,6,1
550,32,"vrouw",3,1,5,5,6,4,4,4,4,3,2,1,2,4,5,4,3,3,3,1,2,4,2,4,4,3
551,19,"vrouw",3,2,5,2,1,3,4,2,4,4,5,4,4,2,4,3,3,5,5,4,1,5,2,3,3,2
552,25,"vrouw",3,2,5,4,6,5,4,5,4,3,4,1,3,4,5,5,5,5,4,3,3,4,4,4,4,4
553,37,"vrouw",5,4,5,5,6,5,4,6,6,4,4,1,5,4,4,5,3,5,4,4,4,5,4,5,4,5
554,29,"vrouw",3,2,6,5,6,6,6,6,5,4,2,1,2,5,6,5,3,5,1,4,3,6,4,5,5,3
555,32,"vrouw",3,6,2,5,6,2,6,5,3,5,3,5,2,4,5,6,6,6,6,5,6,5,5,4,4,6
556,27,"man",3,1,5,5,6,5,5,5,5,3,3,2,1,5,6,6,3,3,1,2,1,6,5,2,6,4
557,27,"vrouw",3,1,6,4,4,4,4,4,6,2,2,6,6,5,5,6,2,4,4,1,2,6,4,5,6,2
558,39,"man",3,1,5,4,5,5,4,4,3,,4,3,2,4,5,4,4,5,5,6,5,5,6,3,6,2
559,45,"man",,2,5,6,5,4,1,5,6,1,4,4,1,5,4,6,4,4,4,4,1,6,1,5,6,1
560,38,"vrouw",3,4,6,6,2,5,5,5,5,2,1,5,2,6,6,6,2,6,6,3,2,6,6,5,4,4
561,22,"vrouw",1,1,5,5,6,5,4,4,4,1,2,4,2,5,6,5,3,3,2,1,2,6,1,5,5,2
562,23,"vrouw",1,1,6,5,6,4,5,5,5,2,2,2,2,3,6,3,5,5,5,1,4,4,6,5,5,2
563,25,"vrouw",3,5,6,2,6,5,4,5,4,2,4,5,2,3,5,4,1,3,1,2,3,6,2,2,1,1
564,35,"vrouw",3,,6,6,,6,6,6,5,1,1,1,1,5,6,6,1,1,2,1,4,5,1,6,2,4
565,33,"vrouw",3,2,6,5,6,5,4,6,5,1,2,4,4,5,5,6,2,2,4,2,1,5,1,3,5,4
566,28,"vrouw",2,3,6,6,6,3,6,4,6,4,2,1,1,5,6,6,2,3,2,1,2,6,6,5,1,6
567,43,"vrouw",3,1,6,6,6,6,5,6,6,2,4,6,4,5,5,5,2,1,1,2,4,6,1,4,6,2
568,30,"man",1,2,5,5,6,6,4,5,5,1,2,1,2,4,6,5,1,1,1,1,2,6,4,4,1,3
569,27,"vrouw",3,3,4,4,6,4,4,4,3,4,4,1,5,4,3,3,5,5,4,3,3,4,5,4,4,4
570,19,"vrouw",3,4,6,5,6,6,5,5,5,2,2,1,1,4,6,6,2,3,2,2,2,5,4,4,5,4
571,23,"vrouw",2,2,6,4,6,5,4,4,2,4,4,2,2,6,6,5,1,2,5,4,2,5,2,6,6,1
572,31,"vrouw",3,1,6,5,6,6,3,2,5,2,,1,1,4,6,6,3,3,3,3,2,6,2,4,6,2
573,22,"vrouw",1,3,4,2,4,4,5,1,4,2,1,1,4,3,3,4,6,6,6,2,1,3,6,1,5,1
574,40,"man",3,1,6,6,4,5,4,3,4,4,4,3,6,6,3,6,1,3,1,3,1,5,3,6,4,1
575,40,"vrouw",3,1,5,6,6,5,4,4,4,2,5,3,5,1,2,4,2,4,4,6,4,4,4,3,4,3
576,55,"vrouw",3,1,6,6,6,6,2,,6,1,,6,5,6,6,6,4,1,6,4,5,6,1,5,5,1
577,55,"vrouw",3,1,6,6,6,6,2,5,6,1,,6,5,6,6,6,4,1,6,4,5,6,1,5,5,1
578,54,"vrouw",3,1,6,6,6,6,5,6,6,1,1,1,1,6,6,6,1,1,1,1,2,5,2,3,4,1
579,52,"man",3,2,5,5,6,6,2,6,4,1,3,5,4,6,4,5,1,1,1,1,5,6,4,6,4,3
580,25,"vrouw",3,1,6,6,6,6,6,6,5,2,1,5,6,6,5,6,1,2,1,2,1,6,1,6,6,1
581,46,"man",3,2,6,6,6,5,6,5,6,1,1,4,5,4,5,6,3,5,5,4,3,6,1,4,5,1
582,19,"man",3,3,4,4,4,4,4,4,4,2,4,5,3,4,4,4,2,2,3,5,2,5,2,4,5,5
583,27,"vrouw",3,2,5,5,4,3,4,2,5,4,3,3,3,4,4,5,4,5,4,3,5,5,1,4,4,2
584,27,"vrouw",3,1,6,6,4,4,5,4,5,4,5,2,4,4,4,5,4,5,4,2,5,6,1,5,5,2
585,34,"man",3,2,5,6,4,6,6,6,6,1,2,4,3,5,4,6,2,3,3,2,2,6,1,6,6,1
586,21,"vrouw",3,2,6,5,6,3,4,5,5,1,1,3,6,4,3,6,5,6,2,2,4,6,2,4,4,1
587,29,"vrouw",2,4,6,6,5,6,6,6,6,1,1,1,1,6,6,6,4,2,1,1,2,6,4,6,6,2
588,41,"vrouw",2,2,5,4,4,2,4,3,5,4,3,4,4,3,3,3,5,5,6,6,5,4,2,2,5,4
589,52,"vrouw",3,2,5,5,5,1,5,5,2,4,2,2,2,,5,5,1,1,1,1,1,5,1,4,4,2
590,30,"vrouw",3,3,5,3,6,1,4,3,3,5,5,3,6,1,2,2,6,6,6,5,6,3,6,1,6,4
591,50,"vrouw",2,3,5,5,6,5,5,5,5,2,2,2,2,4,5,4,2,2,2,2,4,4,2,4,5,2
592,43,"vrouw",3,4,4,4,4,4,5,4,4,1,2,4,3,3,4,5,4,5,3,4,3,3,5,4,3,3
593,32,"vrouw",5,2,6,6,6,5,2,1,4,4,1,2,2,5,6,4,4,3,2,1,2,6,1,5,6,2
594,19,"man",3,4,3,1,3,3,6,4,4,2,2,3,4,3,4,5,5,5,6,6,6,5,5,4,6,3
595,22,"vrouw",4,2,6,6,6,6,5,5,5,2,3,5,5,5,5,4,1,5,4,6,6,6,2,6,6,2
596,21,"vrouw",3,3,6,4,6,5,5,5,5,2,4,5,2,4,5,5,1,1,2,2,5,4,4,5,4,4
597,50,"man",5,1,3,2,3,2,5,5,2,4,5,5,5,3,2,3,4,4,5,6,2,6,2,5,6,2
598,27,"vrouw",4,1,6,6,4,6,5,5,6,1,2,5,2,4,5,3,4,3,5,4,6,5,1,3,5,6
599,48,"vrouw",3,1,5,4,5,5,1,6,4,1,1,4,4,1,5,5,1,2,1,3,4,3,3,3,1,2
600,12,"vrouw",,4,4,2,4,4,4,4,4,3,4,3,5,2,2,4,2,3,3,4,4,2,2,4,4,2
601,37,"man",3,2,5,5,6,5,6,5,4,2,2,1,1,6,6,6,2,2,2,2,1,6,2,6,4,2
602,18,"vrouw",3,3,5,5,5,4,4,4,4,3,3,4,2,4,4,5,3,3,3,2,2,5,2,5,5,1
603,18,"vrouw",3,2,5,4,5,5,4,4,4,3,3,4,3,3,4,5,3,4,2,3,3,5,2,5,5,2
604,24,"vrouw",3,1,5,5,6,6,5,6,4,2,2,5,4,5,5,5,4,4,2,5,4,4,1,3,4,2
605,23,"vrouw",3,4,6,6,6,6,4,3,1,3,2,1,4,4,6,5,3,6,6,2,1,5,4,3,5,1
606,32,"vrouw",2,1,6,6,6,6,6,5,4,1,1,5,3,4,5,6,3,5,2,2,2,1,2,5,3,2
607,37,"man",4,1,4,5,5,5,4,2,4,2,4,4,2,2,5,3,2,2,2,2,1,5,1,5,6,2
608,19,"man",3,1,6,6,6,5,6,5,5,1,2,5,5,4,5,2,2,3,5,2,2,6,2,5,4,2
609,29,"vrouw",3,2,4,4,5,2,5,5,1,1,6,3,4,3,2,1,2,2,4,6,4,2,2,6,5,1
610,20,"vrouw",3,2,5,2,6,4,6,5,4,1,2,2,2,5,5,5,1,1,1,1,1,5,1,3,5,2
611,26,"vrouw",4,1,5,6,6,5,4,2,4,1,1,2,2,5,6,5,1,2,1,1,2,4,4,6,4,1
612,33,"vrouw",4,2,4,2,5,4,5,5,4,4,6,5,5,2,2,4,4,5,5,6,4,6,1,6,6,1
613,38,"vrouw",5,4,4,4,6,2,2,4,4,3,4,5,4,2,4,4,2,3,4,5,3,4,2,5,5,4
614,26,"man",2,1,5,6,6,6,6,5,5,1,5,1,6,6,6,5,4,5,5,1,1,4,1,6,3,3
615,36,"man",3,5,6,6,6,6,5,5,4,1,1,5,1,5,6,3,1,1,3,1,1,5,1,6,4,4
616,41,"vrouw",3,1,6,6,6,6,6,5,5,3,1,5,4,4,4,5,1,1,2,4,2,6,2,4,6,1
617,34,"vrouw",5,1,5,5,6,6,5,3,4,2,3,3,5,4,5,4,4,5,3,2,5,4,2,5,6,2
618,35,"vrouw",3,1,6,5,6,4,4,2,4,5,3,1,6,4,4,1,4,5,4,4,1,1,1,2,5,1
619,40,"vrouw",3,3,6,5,6,5,3,5,5,1,1,3,1,3,4,4,3,3,2,3,4,4,4,4,4,2
620,33,"vrouw",3,6,1,1,1,1,6,6,6,1,1,6,6,1,1,6,6,6,6,6,1,6,1,6,6,1
621,28,"vrouw",3,5,5,4,5,5,5,5,5,3,1,4,5,4,4,5,4,4,4,4,4,4,5,4,4,4
622,29,"vrouw",3,1,6,5,2,5,5,5,3,3,5,1,1,4,6,4,5,5,6,5,5,4,2,4,3,2
623,17,"vrouw",,6,1,1,2,3,2,4,2,4,4,3,5,4,3,4,5,6,4,4,4,5,1,4,4,2
624,50,"vrouw",3,2,5,5,5,4,4,5,5,2,1,1,1,3,5,4,1,2,2,4,1,3,2,4,5,2
625,20,"man",3,2,,5,3,6,2,1,5,2,6,1,1,5,6,6,6,6,5,5,3,4,6,3,3,3
626,19,"vrouw",3,5,5,5,6,3,4,5,5,2,2,4,6,4,5,4,5,5,5,4,4,5,4,1,2,5
627,25,"vrouw",2,4,6,6,6,4,4,6,6,3,5,3,2,6,5,6,6,6,4,3,6,6,6,5,6,4
628,31,"vrouw",3,2,5,4,4,4,3,4,3,4,5,2,4,4,4,4,5,5,2,4,6,4,5,3,4,3
629,32,"vrouw",4,3,4,5,6,5,6,4,4,2,4,2,3,4,6,6,5,6,2,2,3,4,3,2,6,3
630,32,"vrouw",3,2,6,6,6,6,5,5,5,2,4,2,4,5,6,5,4,5,2,2,1,5,1,5,6,2
631,22,"vrouw",3,1,5,6,5,5,6,6,5,2,2,3,2,5,4,2,1,5,4,2,4,4,1,5,5,1
632,23,"vrouw",3,2,6,3,6,5,6,6,6,1,1,4,2,1,2,2,4,5,4,5,4,4,2,4,5,3
633,18,"vrouw",1,1,6,5,2,5,1,2,3,3,1,1,2,5,1,3,1,1,1,1,1,2,2,4,5,2
634,30,"vrouw",3,,6,3,5,4,5,5,5,1,2,2,4,3,5,4,3,4,6,6,5,5,2,3,6,2
635,33,"vrouw",3,2,6,6,,6,4,3,4,1,1,3,1,4,5,5,1,2,1,2,1,6,1,4,6,3
636,51,"man",2,5,5,5,6,5,6,6,4,4,4,6,5,2,3,3,4,5,2,4,1,5,5,4,6,1
637,44,"vrouw",4,1,5,4,2,5,5,5,4,2,4,5,2,5,5,5,2,1,5,5,1,6,1,5,6,1
638,23,"vrouw",3,4,5,6,1,5,6,5,4,2,5,1,4,3,5,6,5,6,6,5,1,4,4,5,4,1
639,22,"man",3,4,4,5,4,4,4,4,3,,4,5,4,3,4,3,5,5,2,4,4,3,3,4,6,5
640,26,"vrouw",3,2,6,6,5,5,4,4,3,4,3,1,1,6,6,6,4,4,3,1,4,5,1,6,6,2
641,24,"vrouw",3,2,5,5,6,4,4,4,2,3,5,2,5,4,4,4,4,4,4,5,4,4,3,4,5,2
642,52,"vrouw",3,1,6,6,6,6,5,5,2,4,5,2,3,6,5,5,5,6,6,6,5,4,5,6,6,2
643,43,"vrouw",3,1,6,5,6,6,6,6,6,1,1,1,1,5,6,6,1,1,1,1,1,6,1,6,5,2
644,25,"man",3,3,4,6,4,5,5,4,3,,4,4,3,4,5,4,4,3,3,2,1,5,2,4,4,5
645,26,"vrouw",3,2,6,6,6,6,,5,2,1,2,1,1,5,6,5,1,3,2,2,3,6,2,6,5,3
646,26,"vrouw",2,2,5,5,6,5,4,5,5,2,5,2,2,5,5,,2,2,4,2,2,5,4,5,5,2
647,25,"vrouw",4,3,6,6,6,5,5,6,6,2,1,5,4,5,5,6,5,6,6,2,5,5,2,5,6,2
648,26,"vrouw",2,1,6,6,6,6,6,6,6,1,1,1,1,6,6,6,1,1,1,1,1,6,1,6,5,2
649,41,"vrouw",2,3,4,4,4,4,5,3,4,3,5,4,4,2,3,4,5,6,6,4,5,4,2,3,5,4
650,21,"vrouw",1,2,4,4,3,5,3,4,3,4,4,3,5,5,4,3,5,5,6,4,6,5,2,5,6,1
651,23,"vrouw",3,2,6,6,6,5,6,6,5,3,3,4,5,4,4,4,3,5,3,3,3,4,2,5,6,4
652,34,"man",4,5,2,3,5,4,6,4,5,2,4,5,6,2,2,2,4,3,1,3,1,6,2,2,6,2
653,41,"vrouw",3,1,6,6,6,6,6,5,6,1,1,2,3,3,6,5,2,2,2,1,1,5,1,4,6,1
654,23,"vrouw",3,3,5,3,5,5,6,4,4,2,5,2,2,2,6,4,4,4,3,2,2,6,1,5,6,1
655,24,"man",2,1,6,5,6,5,6,5,5,4,2,4,5,4,5,5,3,3,5,4,6,4,5,6,5,4
656,45,"vrouw",4,1,5,5,5,6,5,5,5,2,1,6,5,2,5,3,5,5,5,6,5,2,2,5,4,2
657,43,"vrouw",3,3,4,5,6,5,4,6,4,1,1,2,2,5,5,6,3,3,3,2,1,6,3,5,4,5
658,15,"vrouw",,2,5,5,6,4,3,4,4,3,3,4,4,4,4,5,4,5,4,4,4,4,5,4,4,3
659,15,"vrouw",,1,6,6,4,5,5,4,5,2,1,2,2,5,6,5,1,4,3,4,1,4,1,5,5,2
660,16,"man",,2,5,5,3,5,5,6,3,1,6,1,2,4,5,5,5,5,6,5,4,6,1,5,5,2
661,16,"man",,5,6,6,4,5,5,5,4,2,3,3,2,5,6,4,1,2,2,2,2,6,1,3,5,2
662,15,"man",,5,4,5,1,5,3,5,5,4,2,3,4,4,3,2,4,5,3,5,2,6,2,5,5,1
663,16,"man",,3,5,2,,5,4,3,3,3,5,4,4,3,4,2,4,4,2,2,1,5,1,4,5,2
664,27,"vrouw",4,1,6,5,6,5,4,5,5,1,2,1,2,4,5,4,1,2,2,1,2,5,1,4,5,2
665,37,"vrouw",5,1,6,6,6,6,5,6,6,2,1,1,4,6,4,5,6,5,4,5,6,2,4,4,6,2
666,25,"vrouw",2,1,5,6,6,1,3,5,5,2,2,2,1,4,6,4,1,1,2,3,3,5,3,4,2,5
667,16,"vrouw",,3,2,4,1,4,5,6,3,2,4,4,3,2,4,5,4,6,5,4,1,3,1,4,2,3
668,21,"vrouw",3,1,6,4,5,4,5,5,5,1,4,3,3,5,5,5,3,4,2,2,2,4,6,4,5,4
669,16,"man",,5,6,3,2,2,5,6,6,1,2,5,3,4,5,4,2,5,3,3,5,6,1,6,6,5
670,16,"man",,4,4,3,3,3,3,3,3,3,4,3,4,3,6,3,3,3,4,3,3,3,3,3,3,3
671,27,"man",3,2,3,4,4,5,3,2,5,4,6,3,2,4,5,2,2,4,1,2,1,3,3,3,4,3
672,30,"man",3,2,4,4,3,5,3,2,3,4,4,4,2,5,5,5,1,1,2,2,1,4,1,3,6,2
673,23,"man",3,2,5,5,6,5,5,5,5,5,4,6,4,3,5,2,2,2,2,3,3,6,2,4,6,5
674,26,"vrouw",3,2,5,5,3,2,5,4,6,1,4,3,6,2,1,5,6,6,6,3,2,5,1,4,3,2
675,17,"vrouw",3,2,6,5,6,5,6,6,6,1,5,2,2,4,5,4,1,4,4,1,2,5,6,3,4,3
676,35,"vrouw",3,2,4,4,4,5,3,4,3,3,4,4,4,3,4,4,3,3,3,4,2,5,2,4,5,2
677,18,"man",3,3,1,5,6,4,5,6,1,2,1,5,3,5,6,5,1,1,1,1,1,6,4,6,6,1
678,19,"man",3,2,4,2,2,3,5,5,5,2,2,4,5,2,3,2,4,5,3,4,4,5,3,4,4,5
679,42,"man",2,2,5,6,6,2,5,5,5,1,2,2,5,2,2,5,2,5,6,2,6,4,6,4,6,2
680,19,"vrouw",3,2,6,6,6,5,5,5,6,2,2,1,2,5,6,4,2,4,4,2,4,5,2,5,4,2
681,35,"vrouw",3,1,6,6,5,5,5,4,5,2,6,1,2,6,6,6,5,6,5,4,6,6,6,5,5,2
682,52,"vrouw",3,1,6,,6,6,5,6,5,,1,1,3,6,5,5,1,1,5,1,1,5,1,4,5,2
