"id","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5"
1257,1,3,3,4,5,4,2,5,5,3
1258,1,1,5,4,1,6,1,5,6,4
1259,1,4,1,1,4,3,5,4,2,3
1260,3,4,5,5,4,6,5,5,6,1
1261,2,4,3,3,3,4,3,4,5,3
1262,2,2,2,2,2,4,2,5,4,3
1263,1,5,5,5,4,6,4,6,6,1
1264,6,6,6,6,5,6,4,6,6,1
1265,4,4,4,4,2,5,4,4,4,2
1266,2,3,3,2,2,5,1,4,6,5
1267,2,6,1,1,1,6,1,6,6,1
1268,1,1,1,4,5,4,4,4,5,2
1269,4,5,3,4,6,5,3,5,5,2
1270,5,5,1,4,3,6,1,3,1,2
1271,3,4,4,4,1,5,2,6,6,1
1272,2,2,1,2,2,5,2,5,6,2
1273,2,2,1,3,3,6,2,5,6,1
1274,4,4,2,4,4,5,1,5,6,2
1275,2,4,1,2,1,6,2,3,5,1
1276,1,4,2,1,1,6,2,4,5,1
1277,6,6,5,4,4,5,2,4,4,3
1278,2,5,5,5,5,5,2,4,5,2
1279,4,4,4,3,4,3,2,5,5,3
1280,4,2,1,1,5,6,2,5,5,4
1281,5,3,2,4,4,5,2,4,5,5
1282,5,5,6,5,5,6,4,6,6,1
1283,1,2,2,4,1,5,2,6,6,2
1284,3,3,4,4,5,4,3,3,6,4
1285,1,4,1,1,1,6,3,5,6,3
1286,1,3,5,4,4,3,4,5,6,2
1287,1,1,1,1,1,2,1,5,4,1
1288,1,1,1,2,1,5,1,6,5,1
1289,5,5,3,4,5,5,5,4,5,5
1290,2,2,1,1,4,5,6,3,5,1
1291,3,2,4,2,2,5,3,3,4,4
1292,1,4,1,1,1,4,2,4,5,2
1293,3,4,3,3,3,4,3,3,5,3
1294,1,1,1,1,1,4,3,5,6,1
1295,2,2,2,2,2,6,4,5,4,4
1296,2,2,3,3,3,5,2,5,4,2
1297,1,2,3,3,3,5,2,5,5,1
1298,1,1,1,1,2,6,2,3,5,2
1299,2,2,2,1,3,4,2,2,6,2
1300,1,1,1,4,1,5,4,5,5,1
1301,2,1,2,4,3,5,1,5,5,5
1302,5,5,4,6,5,5,5,3,6,5
1303,5,4,5,5,1,5,1,6,6,1
1304,2,5,2,3,2,4,1,6,6,2
1305,4,4,2,5,3,2,6,5,3,4
1306,2,3,2,3,3,5,5,2,3,2
1307,3,4,5,3,6,4,6,5,6,1
1308,3,2,6,4,2,4,2,5,5,3
1309,4,4,1,1,3,4,1,4,6,6
1310,5,5,5,6,6,6,5,5,6,5
1311,4,5,5,4,5,6,2,5,6,3
1312,5,6,5,5,4,4,5,6,6,3
1313,6,6,4,6,4,6,1,4,5,3
1314,2,2,3,2,2,5,1,5,6,2
1315,3,4,4,4,4,4,2,4,6,4
1316,6,6,5,5,5,6,2,1,6,3
1317,6,4,4,2,2,4,1,5,6,5
1318,1,3,1,2,4,5,2,5,5,1
1319,2,3,2,2,6,4,5,5,4,2
1320,2,3,3,4,3,5,2,5,5,2
1321,6,6,6,6,5,6,3,5,5,3
1322,2,4,4,4,5,4,2,4,6,2
1323,2,2,2,3,3,4,2,4,4,3
1324,1,3,1,4,2,4,3,4,4,2
1325,1,1,1,2,5,6,5,5,6,6
1326,2,3,3,2,1,6,4,4,6,2
1327,6,6,6,5,6,6,1,6,6,1
1328,4,5,3,5,4,6,2,5,6,1
1329,2,2,2,2,2,3,2,3,4,2
1330,3,3,3,4,1,6,2,6,5,1
1331,1,1,2,4,2,5,1,4,5,2
1332,4,4,4,4,5,5,3,6,6,2
1333,5,6,6,5,5,6,2,4,5,5
1334,3,4,3,4,5,5,4,1,4,5
1335,3,4,2,6,4,5,2,2,6,3
1336,5,5,4,3,3,6,1,3,6,1
1337,2,2,2,1,2,5,2,4,5,2
1338,2,5,4,2,4,5,2,4,3,2
1339,1,4,2,3,2,5,2,4,4,2
1340,6,6,5,5,3,3,4,2,5,4
1341,2,3,3,2,2,5,4,3,5,2
1342,3,4,4,5,4,2,1,2,5,3
1343,1,4,6,2,1,4,4,3,6,4
1344,1,1,1,1,1,1,1,1,1,1
1345,4,5,4,2,4,6,1,5,5,1
1346,1,1,2,2,2,6,1,6,6,1
1347,3,3,5,2,5,6,2,5,6,3
1348,2,2,4,4,2,5,3,4,6,3
1349,4,5,5,6,6,5,6,4,6,5
1350,1,1,1,1,1,6,1,5,6,1
1351,4,4,2,4,1,6,1,2,6,2
1352,5,4,4,4,3,4,2,5,6,2
1353,1,3,4,6,5,6,2,4,6,2
1354,2,3,4,4,4,3,2,2,6,4
1355,5,5,5,5,4,6,1,3,6,1
1356,5,5,5,2,3,3,5,3,4,2
1357,2,4,4,5,1,6,2,1,6,5
1358,2,3,2,4,1,3,2,5,5,2
1359,3,2,2,4,2,5,2,5,5,2
1360,4,4,4,5,4,4,2,6,5,2
1361,1,2,1,4,2,6,4,5,2,2
1362,1,1,1,1,1,6,1,6,6,1
1363,1,2,2,2,1,6,1,6,5,2
1364,4,4,3,5,6,2,5,3,6,3
1365,3,5,1,2,4,5,2,5,6,2
1366,2,4,2,6,2,2,5,4,3,3
1367,4,5,5,4,3,4,4,3,4,4
1368,2,4,3,3,2,3,4,2,3,3
1369,1,2,4,1,2,6,1,5,6,2
1370,3,3,3,4,1,5,2,5,5,1
1371,3,2,3,2,1,4,3,5,6,2
1372,2,3,5,3,2,6,1,4,6,1
1373,4,3,4,2,6,4,4,3,4,4
1374,1,4,2,5,1,6,6,5,6,3
1375,4,5,4,3,3,4,2,4,6,4
1376,5,5,5,4,1,5,2,3,6,4
1377,4,2,3,4,1,6,2,6,5,2
1378,3,6,4,4,4,2,3,1,2,5
1379,2,5,4,1,2,5,1,5,5,3
1380,1,6,2,2,3,5,4,6,4,2
1381,4,4,5,5,3,5,2,2,6,5
1382,6,6,5,5,6,4,5,5,5,4
1383,6,6,6,4,6,4,3,3,4,3
1384,4,3,2,3,2,6,2,5,5,2
1385,5,5,2,4,1,6,1,6,6,1
1386,6,6,6,5,5,4,4,5,6,4
1387,1,2,1,2,1,3,4,4,6,2
1388,2,5,2,1,2,6,4,5,1,2
1389,2,3,3,4,4,5,4,4,5,2
1390,2,4,2,2,2,3,2,5,6,2
1391,6,6,6,6,6,4,2,2,6,3
1392,2,2,1,1,2,3,3,5,2,2
1393,3,4,2,5,4,4,3,4,4,2
1394,2,3,2,5,3,4,2,4,5,2
1395,5,4,5,4,5,6,3,5,6,2
1396,2,2,4,1,1,5,1,5,5,6
1397,5,6,1,6,1,3,1,5,6,1
1398,2,4,2,2,2,5,2,5,5,2
1399,4,3,2,4,2,6,1,6,6,1
1400,2,4,4,5,3,5,3,5,5,3
1401,2,3,3,3,1,6,4,6,5,1
1402,3,4,4,3,4,5,2,3,5,3
1403,6,6,3,1,1,5,3,6,6,1
1404,1,1,1,1,1,5,1,6,4,1
1405,1,2,1,2,1,4,1,5,6,1
1406,4,4,4,3,4,4,3,3,4,3
1407,4,4,5,1,1,4,1,2,4,4
1408,4,5,5,2,3,4,3,4,4,2
1409,1,1,1,2,1,5,1,4,4,2
1410,1,1,4,5,4,5,5,5,5,2
1411,3,2,2,4,5,5,4,4,4,4
1412,5,5,5,4,3,5,3,5,5,4
1413,4,2,6,2,2,5,1,5,6,1
1414,2,2,6,2,2,5,1,5,6,1
1415,6,5,6,6,6,6,1,6,6,1
1416,2,3,4,3,2,4,1,6,4,1
1417,3,4,3,1,2,6,1,6,6,1
1418,3,6,1,5,1,6,1,6,6,1
1419,1,2,2,2,1,6,2,5,5,1
1420,6,6,6,1,5,5,6,3,5,4
1421,2,2,4,4,4,5,2,5,6,1
1422,2,5,3,2,3,5,5,3,2,4
1423,2,3,4,5,4,6,1,6,6,3
1424,1,4,2,5,4,5,2,6,5,1
1425,6,6,6,6,6,4,5,5,4,4
1426,2,5,5,3,1,4,4,4,6,3
1427,6,5,5,6,4,6,3,4,6,1
1428,4,5,6,3,5,5,4,4,5,4
1429,4,4,3,4,3,6,2,6,5,1
1430,2,1,2,4,4,6,2,5,6,1
1431,1,2,1,2,1,5,2,5,2,5
1432,3,6,4,2,3,5,1,4,5,1
1433,2,3,5,6,2,6,4,4,6,1
1434,6,6,4,6,6,5,3,1,6,4
1435,5,5,5,2,3,6,2,5,5,1
1436,5,6,4,3,3,5,1,5,6,2
1437,1,1,3,4,1,6,1,6,5,1
1438,6,6,5,4,4,5,3,5,6,1
1439,2,3,1,2,1,5,3,4,5,3
1440,4,4,6,2,1,4,1,5,4,2
1441,1,1,1,1,1,6,2,5,5,1
1442,5,5,5,4,4,4,4,5,5,2
1443,5,4,5,4,4,5,6,5,5,5
1444,6,6,4,3,3,5,2,4,6,3
1445,2,4,2,2,5,4,4,5,6,3
1446,2,4,4,3,4,4,2,2,5,4
1447,6,6,6,6,6,6,3,5,6,4
1448,2,2,2,1,1,6,2,5,2,1
1449,4,5,5,2,2,4,4,5,5,2
1450,4,5,2,4,6,5,1,5,2,2
1451,1,2,1,3,4,5,5,3,4,4
1452,4,5,4,4,6,6,3,6,6,2
1453,2,4,4,3,2,5,3,4,4,3
1454,2,4,1,1,1,5,5,6,6,2
1455,5,4,5,5,2,4,6,1,6,6
1456,2,5,6,3,5,2,4,2,3,5
1457,5,6,5,2,4,6,5,5,5,3
1458,6,4,6,2,5,4,4,3,6,5
1459,1,1,3,3,3,6,1,6,5,2
1460,3,4,2,4,2,4,3,6,6,2
1461,2,3,4,2,2,4,1,5,4,2
1462,5,5,5,5,5,5,5,5,5,5
1463,5,6,5,5,5,4,2,4,6,1
1464,2,3,6,6,4,6,2,5,6,2
1465,2,2,5,2,1,5,3,5,6,2
1466,2,2,2,4,1,6,2,6,6,1
1467,6,6,6,6,6,6,6,4,6,1
1468,1,1,1,1,1,5,2,5,4,2
1469,2,5,4,4,4,5,2,6,6,2
1470,5,6,4,5,5,5,6,5,6,2
1471,5,1,4,5,5,5,1,5,6,2
1472,5,1,4,5,5,5,1,5,6,2
1473,1,1,4,2,5,5,1,5,6,2
1474,1,1,4,2,5,5,1,5,6,2
1475,1,1,4,2,3,5,1,3,6,2
1476,1,1,4,2,6,5,1,6,6,2
1477,1,1,1,2,6,5,1,6,1,2
1478,1,1,6,2,6,5,1,6,6,2
1479,1,1,6,2,6,5,1,6,6,2
1480,1,2,2,2,3,4,3,2,2,5
1481,5,5,6,5,5,4,3,5,5,5
1482,6,6,6,6,6,4,4,6,2,6
1483,3,3,4,2,4,4,4,4,4,3
1484,5,5,5,6,2,4,2,5,5,4
1485,1,2,4,1,1,4,1,4,1,3
1486,1,2,1,1,2,6,3,4,4,2
1487,2,2,5,4,3,4,5,4,5,2
1488,2,4,2,2,2,3,4,4,4,2
1489,2,2,2,2,2,4,3,5,6,4
1490,1,1,1,2,2,6,4,4,4,5
1491,2,4,1,4,2,6,1,4,6,1
1492,2,1,2,2,2,3,3,3,2,2
1493,4,5,4,5,2,6,1,6,6,2
1494,1,1,5,4,2,4,3,2,3,3
1495,2,4,5,3,5,3,2,4,4,4
1496,3,2,3,2,2,6,2,5,5,2
1497,6,6,5,5,3,2,5,6,6,4
1498,2,3,2,3,1,6,2,5,6,2
1499,4,5,2,3,4,3,3,3,6,3
1500,4,4,4,4,5,6,1,6,6,3
1501,3,5,3,2,2,4,1,6,6,1
1502,2,2,2,4,3,3,3,4,5,4
1503,4,3,5,6,2,6,1,6,6,1
1504,4,4,3,4,4,6,1,6,6,1
1505,2,2,1,3,1,5,2,5,6,2
1506,2,2,1,1,3,6,4,6,6,3
1507,5,6,5,5,1,5,1,6,6,2
1508,5,6,3,4,2,4,1,5,6,2
1509,4,6,6,6,5,5,6,6,6,5
1510,1,1,5,6,1,5,1,5,5,4
1511,4,3,4,5,4,6,4,4,6,2
1512,1,1,1,6,1,5,1,5,5,1
1513,2,4,2,2,5,4,2,2,6,1
1514,1,1,5,4,3,5,2,6,6,1
1515,1,2,3,3,2,6,2,4,5,3
1516,3,3,2,2,1,4,4,4,6,2
1517,3,5,2,2,3,2,4,5,6,1
1518,4,6,6,6,2,6,3,5,6,3
1519,1,1,2,1,1,6,1,6,6,1
1520,2,2,2,2,4,5,3,5,5,1
1521,4,3,2,3,2,5,2,4,5,2
1522,1,1,2,1,4,5,1,5,5,5
1523,1,1,1,1,3,6,4,6,6,6
1524,4,4,4,4,4,3,3,3,5,3
1525,1,2,1,3,1,3,2,3,5,3
1526,4,4,5,1,5,2,4,3,5,4
1527,4,4,4,4,4,4,4,5,6,4
1528,1,2,2,2,4,5,1,6,6,2
1529,3,3,2,2,2,6,1,5,5,3
1530,4,5,5,5,2,3,2,5,6,1
1531,4,5,5,6,2,2,4,5,6,2
1532,2,2,2,2,2,4,3,5,6,4
1533,1,3,1,1,3,6,1,6,6,3
1534,2,3,4,1,2,5,2,5,6,1
1535,1,2,3,3,2,6,2,6,5,3
1536,1,2,1,2,4,6,4,4,4,4
1537,1,4,2,4,1,3,6,5,5,6
1538,1,2,2,2,3,5,3,4,5,3
1539,3,3,4,5,5,4,2,5,6,2
1540,3,4,5,2,6,5,3,2,5,2
1541,4,5,4,3,2,4,2,4,5,2
1542,1,1,1,1,1,6,1,6,6,1
1543,1,1,1,3,1,6,2,5,6,6
1544,1,5,1,3,1,6,2,5,5,1
1545,6,6,5,2,5,4,2,4,4,5
1546,2,3,4,4,2,5,3,3,4,3
1547,5,5,2,6,4,6,1,5,6,1
1548,5,5,5,5,5,4,1,4,2,2
1549,2,4,2,3,2,4,4,5,5,2
1550,2,2,1,5,2,4,1,5,6,2
1551,5,5,5,4,3,5,1,1,1,1
1552,2,4,3,3,3,4,4,4,5,4
1553,3,3,5,4,5,4,4,5,3,3
1554,2,3,3,4,4,5,1,5,4,1
1555,1,3,2,2,5,6,2,4,5,2
1556,2,2,1,1,3,3,1,2,2,4
1557,3,5,5,3,1,5,2,6,6,1
1558,1,1,1,1,2,4,2,2,2,4
1559,2,5,4,1,2,6,3,5,4,1
1560,4,6,3,5,5,4,3,5,6,2
1561,1,3,1,4,1,6,1,6,6,1
1562,2,1,5,5,1,6,1,6,6,1
1563,4,5,5,3,3,2,2,4,5,4
1564,5,5,4,4,3,5,2,5,4,3
1565,2,2,2,5,4,5,3,4,2,3
1566,4,5,4,5,4,5,2,6,6,1
1567,2,1,1,1,1,5,2,4,5,3
1568,4,2,2,5,4,4,3,4,3,3
1569,4,5,5,3,3,2,3,3,4,2
1570,5,3,5,4,2,5,6,5,6,4
1571,2,2,1,1,1,6,3,5,4,2
1572,2,3,3,3,1,5,4,5,4,2
1573,3,3,2,2,2,5,1,5,2,3
1574,6,6,5,4,6,5,4,5,4,6
1575,1,2,6,5,5,6,1,6,6,1
1576,5,6,6,4,4,6,3,5,6,2
1577,5,6,5,4,4,5,1,6,6,1
1578,3,5,2,2,4,4,3,3,3,3
1579,4,5,5,3,4,5,3,5,5,1
1580,4,4,5,2,2,5,3,5,6,4
1581,3,2,3,1,3,6,1,5,5,1
1582,4,6,6,6,4,5,6,4,6,3
1583,3,3,2,5,2,6,6,5,2,2
1584,4,3,1,3,2,4,4,3,3,3
1585,1,1,2,2,1,4,1,6,2,1
1586,4,5,5,6,6,4,1,5,6,1
1587,4,2,2,1,2,5,5,4,4,2
1588,1,3,1,4,1,6,3,4,6,1
1589,6,6,6,5,5,4,5,4,2,2
1590,1,4,2,2,2,5,4,5,5,2
1591,2,2,2,4,2,5,2,5,4,2
1592,2,5,4,4,1,5,2,5,4,1
1593,1,1,2,2,1,6,1,6,6,1
1594,3,3,3,3,4,2,2,5,4,2
1595,4,5,4,5,5,4,2,5,5,2
1596,6,5,6,6,1,6,4,5,6,1
1597,1,4,2,2,1,4,2,5,2,2
1598,5,6,5,3,3,4,5,5,5,3
1599,1,1,1,2,1,5,2,6,2,3
1600,2,1,1,2,2,5,2,2,5,2
1601,2,3,5,5,6,6,2,5,6,1
1602,3,3,5,4,5,5,3,5,6,5
1603,5,4,4,3,6,4,5,4,5,6
1604,3,2,2,2,4,5,4,5,2,2
1605,2,1,3,2,4,3,2,2,4,3
1606,2,5,4,4,2,5,1,5,6,2
1607,3,3,4,4,4,4,3,3,4,5
1608,2,2,5,2,2,4,2,1,2,3
1609,4,4,2,1,3,6,2,4,1,1
1610,2,4,5,4,5,4,2,5,6,1
1611,2,1,2,3,2,5,1,6,6,1
1612,4,4,4,4,5,6,2,4,5,1
1613,2,2,4,4,2,4,2,4,5,6
1614,4,4,4,4,4,4,2,4,6,3
1615,1,4,1,4,1,2,4,5,3,5
1616,3,4,4,4,3,4,1,2,2,2
1617,3,4,2,2,2,6,1,4,4,2
1618,1,3,3,1,1,6,1,6,5,1
1619,2,2,1,3,1,5,1,6,4,2
1620,1,1,1,1,2,6,2,5,6,2
1621,4,5,5,5,6,3,1,6,6,1
1622,1,1,1,1,1,6,1,1,6,6
1623,5,5,4,5,6,4,1,3,6,2
1624,3,4,4,4,6,3,5,4,5,4
1625,1,3,2,2,1,5,1,4,6,1
1626,5,4,5,4,6,5,4,3,3,5
1627,5,5,4,5,4,6,1,6,6,1
1628,3,4,3,3,2,5,3,4,5,3
1629,4,4,4,4,4,4,4,4,5,3
1630,2,4,3,3,2,5,3,4,2,3
1631,4,4,4,2,3,4,1,5,5,2
1632,2,4,1,2,2,4,2,4,5,2
1633,2,4,1,2,2,4,2,4,5,2
1634,2,4,1,2,2,5,2,4,6,2
1635,2,4,2,2,2,5,2,4,6,2
1636,4,4,4,5,3,4,4,5,4,3
1637,2,3,4,2,3,5,2,4,4,2
1638,4,4,5,6,2,5,1,6,6,1
1639,4,5,2,4,1,3,2,4,6,2
1640,2,3,2,2,1,5,5,5,3,5
1641,2,4,4,2,4,5,2,5,6,2
1642,5,5,6,4,4,5,2,6,5,1
1643,1,2,1,2,3,5,2,3,5,2
1644,2,5,1,2,4,6,6,5,4,2
1645,4,1,6,6,2,5,1,4,2,5
1646,5,5,6,4,5,6,1,6,6,1
1647,4,4,4,4,2,5,1,4,5,2
1648,1,4,1,1,1,6,2,5,6,1
1649,2,5,2,3,1,6,1,5,4,1
1650,6,6,6,6,6,6,3,5,6,1
1651,1,5,4,4,3,5,2,5,6,1
1652,1,1,1,1,4,3,2,5,6,2
1653,2,3,2,3,2,3,3,4,3,2
1654,1,1,2,2,1,6,1,6,2,1
1655,6,6,5,6,5,3,4,6,6,1
1656,1,1,2,2,1,5,1,5,5,1
1657,6,6,6,6,6,2,5,4,6,5
1658,4,4,5,4,4,4,3,4,5,3
1659,2,5,6,4,2,2,3,5,2,2
1660,5,5,5,6,2,5,1,6,6,2
1661,6,6,3,1,4,3,5,6,4,4
1662,4,6,5,6,6,6,6,3,6,5
1663,4,5,3,4,4,5,5,6,2,4
1664,5,2,1,5,5,6,4,5,1,2
1665,4,4,2,3,2,6,1,5,6,1
1666,3,5,4,4,5,6,4,4,5,3
1667,1,1,1,1,1,6,5,1,5,5
1668,3,5,5,3,6,4,3,4,5,2
1669,1,1,2,3,4,5,5,5,2,5
1670,1,1,1,2,6,4,2,5,5,6
1671,1,4,3,4,2,4,4,5,3,2
1672,2,2,1,1,2,5,1,5,5,1
1673,5,4,6,4,5,5,4,4,4,3
1674,2,4,3,3,2,4,2,6,6,1
1675,5,5,6,5,6,5,1,5,6,2
1676,2,2,2,4,2,5,4,5,5,2
1677,2,4,2,5,4,5,1,5,5,5
1678,5,6,6,3,3,5,2,4,6,2
1679,4,5,5,6,1,5,3,4,6,1
1680,2,2,1,1,2,5,3,5,5,2
1681,6,6,6,6,6,6,4,5,6,1
1682,1,1,1,1,1,6,1,5,1,1
1683,1,4,6,6,6,6,5,1,6,1
1684,4,4,3,5,2,6,1,4,6,1
1685,3,3,5,5,1,6,1,6,6,1
1686,3,4,4,1,1,5,4,4,2,3
1687,4,4,4,5,5,5,3,4,5,5
1688,6,6,6,6,6,6,1,6,6,1
1689,2,2,2,3,1,5,2,5,6,2
1690,3,4,5,3,2,4,1,5,5,3
1691,1,5,6,4,6,4,2,6,6,1
1692,4,4,5,4,4,4,1,5,5,2
1693,2,3,5,6,2,5,1,5,5,2
1694,1,2,5,2,1,6,4,5,2,4
1695,1,1,2,1,1,6,4,5,2,2
1696,2,4,2,4,1,6,1,5,6,2
1697,6,6,2,3,5,5,2,5,5,3
1698,6,6,5,6,4,5,4,5,5,5
1699,3,3,3,2,2,5,5,5,6,2
1700,3,3,2,3,2,4,4,4,6,3
1701,3,4,2,3,3,5,2,4,6,2
1702,2,4,4,3,4,4,2,4,4,3
1703,1,1,2,4,3,6,1,6,6,1
1704,4,4,5,6,4,6,4,6,6,1
1705,5,4,4,4,6,6,2,6,6,1
1706,3,4,2,5,2,4,3,4,5,2
1707,1,1,4,1,5,6,5,6,6,2
1708,3,3,1,1,5,4,6,1,5,5
1709,4,3,3,2,1,6,1,5,5,2
1710,1,2,2,1,1,5,3,5,4,6
1711,5,4,4,2,6,4,5,5,4,2
1712,3,4,3,4,5,3,4,3,4,3
1713,1,5,1,1,2,6,4,5,5,2
1714,3,3,4,4,3,3,1,3,5,1
1715,2,2,3,2,1,6,4,6,4,2
1716,3,2,2,5,2,2,1,4,4,6
1717,6,5,6,4,4,5,1,5,4,5
1718,1,2,2,2,3,6,1,5,6,4
1719,1,2,2,5,1,6,2,5,5,3
1720,6,6,6,6,5,3,6,3,5,6
1721,4,4,4,4,5,6,4,4,6,1
1722,4,5,5,5,5,4,2,5,6,2
1723,3,5,4,6,3,6,1,5,6,4
1724,1,1,1,1,4,5,1,4,5,2
1725,2,2,1,1,1,5,1,6,4,1
1726,1,2,1,2,1,4,3,4,4,3
1727,3,4,4,2,4,4,3,6,6,1
1728,3,3,4,2,3,5,1,5,5,2
1729,2,2,2,2,3,3,2,2,6,3
1730,3,2,5,2,4,5,3,4,5,2
1731,1,3,1,1,1,6,2,6,5,1
1732,3,4,4,4,2,5,2,5,6,4
1733,6,6,3,6,5,5,5,4,1,3
1734,3,4,3,2,2,4,2,4,6,1
1735,1,2,3,1,1,6,1,6,4,1
1736,5,4,6,5,6,6,1,5,5,1
1737,1,1,1,1,1,6,1,6,6,1
1738,1,1,4,1,1,6,6,4,6,5
1739,5,6,2,2,1,5,1,5,4,2
1740,2,2,1,1,2,6,1,6,4,1
1741,5,6,5,2,4,6,1,4,6,1
1742,4,4,3,2,3,6,2,5,5,2
1743,3,4,2,4,5,6,3,5,6,3
1744,6,6,6,4,5,4,1,1,6,1
1745,4,4,4,3,2,5,4,4,5,2
1746,4,4,6,1,6,6,4,5,5,4
1747,1,1,1,1,1,6,5,5,5,1
1748,2,3,4,3,4,3,4,4,6,1
1749,3,4,3,2,4,5,2,5,5,2
1750,6,6,6,6,3,6,6,6,6,1
1751,2,3,1,4,3,4,4,5,5,2
1752,1,3,4,5,1,5,1,5,5,2
1753,2,5,2,2,1,6,1,6,5,1
1754,2,2,1,2,2,6,3,5,4,3
1755,1,2,1,2,2,4,1,5,5,3
1756,3,4,4,6,3,6,1,5,5,2
1757,5,6,6,4,6,5,2,5,4,4
1758,1,2,1,1,2,4,2,4,5,2
1759,2,3,3,5,4,6,1,6,6,1
1760,3,4,5,6,3,5,5,5,6,4
1761,6,6,4,6,5,5,5,2,6,3
1762,3,3,3,4,4,3,2,3,2,3
1763,4,4,4,2,5,5,2,5,6,2
1764,2,3,2,2,1,6,2,6,5,5
1765,5,4,6,4,3,5,2,4,5,2
1766,3,5,4,5,4,4,2,4,6,3
1767,1,1,2,2,2,5,2,6,5,2
1768,1,1,2,1,1,6,4,4,5,2
1769,1,5,4,2,2,6,1,5,5,1
1770,2,5,5,3,5,5,2,6,5,1
1771,1,1,4,4,1,6,1,6,6,1
1772,3,3,3,3,5,5,2,4,5,2
1773,2,2,1,1,3,5,4,5,5,3
1774,2,5,5,5,1,6,4,5,5,1
1775,3,5,5,3,5,5,4,4,5,2
1776,1,2,4,2,3,4,2,4,5,2
1777,2,3,2,2,4,4,3,4,6,3
1778,1,3,2,1,2,5,1,5,4,2
1779,2,2,3,3,3,3,2,5,4,3
1780,6,6,5,5,4,6,4,4,5,3
1781,3,5,2,2,3,5,1,5,2,2
1782,6,5,4,3,3,5,4,5,6,3
1783,3,1,3,4,3,4,3,3,3,5
1784,1,2,2,2,1,6,2,5,4,2
1785,3,4,4,4,3,4,3,3,5,2
1786,4,2,4,5,4,4,2,5,6,2
1787,4,5,2,4,5,5,4,6,5,1
1788,5,5,5,6,1,5,1,4,5,1
1789,1,4,6,1,1,6,1,6,6,1
1790,4,4,4,4,4,6,1,4,6,3
1791,1,4,1,2,2,5,5,2,6,4
1792,2,4,2,4,1,5,2,5,4,3
1793,6,6,6,4,6,6,6,3,4,4
1794,4,4,6,6,2,6,1,5,6,1
1795,4,4,4,4,2,5,4,5,3,1
1796,2,5,3,3,2,5,5,4,6,4
1797,2,5,3,3,2,5,5,4,6,4
1798,2,4,2,4,3,3,4,4,5,3
1799,3,2,3,2,5,6,2,4,3,3
1800,2,2,1,1,5,5,1,5,2,1
1801,1,2,3,1,2,6,6,4,6,2
1802,2,6,2,1,2,5,1,6,6,1
1803,2,6,2,6,1,6,1,6,6,1
1804,5,2,1,1,1,6,1,3,1,2
1805,6,6,6,6,6,4,1,6,6,1
1806,2,3,4,2,1,6,6,6,6,5
1807,1,1,5,3,2,5,1,3,5,1
1808,1,1,3,2,2,6,4,5,5,2
1809,5,3,3,3,2,4,3,5,5,3
1810,6,6,4,2,5,6,6,5,4,3
1811,4,1,5,4,1,6,1,6,5,1
1812,5,5,4,3,1,5,3,5,2,2
1813,4,4,6,3,1,5,5,4,4,3
1814,6,6,6,6,6,6,5,6,6,6
1815,5,5,3,4,4,4,3,5,4,2
1816,3,3,2,3,3,4,3,4,4,3
1817,6,1,1,1,1,6,1,1,1,6
1818,4,5,2,5,3,5,1,5,6,1
1819,3,4,4,2,5,4,2,5,4,1
1820,2,3,3,4,2,5,1,5,4,2
1821,4,2,3,4,4,5,5,4,5,2
1822,4,4,5,4,1,5,4,3,4,3
1823,5,2,6,6,6,4,4,5,5,3
1824,5,5,5,5,3,6,4,6,6,1
1825,5,5,5,4,5,3,6,3,4,4
1826,4,1,2,2,5,5,2,4,2,2
1827,6,6,6,6,6,2,2,2,6,3
1828,3,4,5,5,5,5,2,5,5,3
1829,5,2,2,4,4,5,1,2,5,4
1830,3,2,2,1,1,5,2,3,5,2
1831,3,3,3,2,3,5,2,4,3,3
1832,1,2,4,4,4,6,1,5,6,2
1833,1,3,1,1,1,4,2,4,5,3
1834,3,4,4,4,2,4,4,4,5,3
1835,3,5,4,5,5,3,1,6,5,2
1836,1,1,1,1,1,4,2,4,5,2
1837,2,2,2,1,2,6,1,6,6,5
1838,4,4,5,3,5,5,4,4,6,5
1839,3,3,3,3,2,5,3,5,5,2
1840,2,4,2,1,1,5,1,5,5,5
1841,1,1,1,1,1,6,2,4,4,2
1842,6,6,5,1,1,6,1,6,5,3
1843,5,4,5,5,2,1,4,4,6,5
1844,1,1,4,5,6,5,2,4,6,2
1845,6,5,4,4,2,6,4,5,5,2
1846,2,5,3,5,4,5,2,4,6,2
1847,3,4,1,1,1,4,2,4,5,2
1848,2,4,2,1,1,3,4,4,5,2
1849,6,6,6,6,6,6,6,4,6,1
1850,4,3,2,3,1,6,1,4,6,4
1851,4,4,4,1,1,3,5,5,3,2
1852,4,4,2,2,1,6,2,5,5,4
1853,2,6,2,2,4,5,4,5,5,4
1854,3,5,2,2,3,6,6,4,6,2
1855,2,3,4,3,2,4,5,4,3,3
1856,5,5,2,4,2,4,4,6,6,3
1857,1,2,2,2,2,4,3,5,2,4
1858,6,6,6,1,1,6,1,6,6,1
1859,2,4,3,4,5,6,5,5,6,1
1860,4,4,3,5,4,4,5,5,6,1
1861,1,1,1,1,1,5,2,4,6,2
1862,3,4,1,3,2,3,1,5,5,2
1863,4,4,2,3,1,4,6,3,3,6
